id,text,ann1_lv1,ann1_lv2,ann1_lv3,ann2_lv1,ann2_lv2,ann2_lv3,keyword,source,title,label
###,有没有有能力好心人帮助他解决一下低保问题。,1,3,3,1,3,3,弱势地位群体,微博,,0
###,很多年前，在木樨园，两个少年尾随一个女孩，我上去和女孩说话装作熟人打招呼，那女孩一脸懵，后来那两个少年看很难得手就改变目标了。事后说明原因，女孩很感激。,0,,,0,,,普通人,微博,,0
###,我可以理解为，你是在说大自然傲慢，杀死弱小者吗,1,2,,0,,,儿童,微博,,0
###,工程欠薪最严重的就是地方政府,1,1,,1,3,2,弱势地位群体,微博,,0
###,好家伙，你这真二八经的《巧立名目》啊,1,2,,1,2,,弱势地位群体,微博,,0
###,打个鸡鸡，往上推一推，都他妈中字头你是想造反吗？,1,2,,1,2,,弱势地位群体,微博,,0
###,不会的，但是相亲的时候真的会比较艰难，毕竟对方肯定会想找一个父母健在的。而且现在单亲家庭越来越多了，尤其是小孩子们的父母，过不下去就离，一个班里一半以上单亲家庭的也都见怪不怪了,1,3,2,1,3,2,单亲家庭,微博,,1
###,咋感觉有点乱呢，直接办的事？怎么也能看见人吧，没见人就办的事晕],1,3,1,1,3,1,老人,微博,,3
###,而且如果按民间故事里，潘可还是被买卖人口的吃瓜],0,,,0,,,妇女,微博,,0
###,我还知道政府发的稻谷种子给几个队长分了，甚至偷卖了，村里人有的也不知道，所以说国家扶贫是有做，但不是每样都照顾到真正有需要的人手里,1,3,2,1,3,2,伤残人员,微博,,1
###,我家就新疆的我记得当年艺考在新疆师范大学附近有个新疆医科大学医院那条小巷子全是小偷我们被盯上不止一次又一次同学打个喷嚏的功夫手机就被偷了我亲眼看到了我什么都没有说手放在小偷面前还给我他就给了还有一次手机口袋里充电一边手机一边充电宝狠显眼他们跟我们一路到酒店为了偷手机,1,1,,0,,,普通人,微博,,0
###,赞同。我难以进入亲密关系真不是缺父爱或者缺母爱，是小时候被欺负被欺骗，长大之后害怕受到伤害，所以变得多疑难以信任别人,0,,,1,3,3,单亲家庭,微博,,0
###,所以你说的十万日元呢？都是假的摊手],0,,,0,,,妇女,微博,,0
###,什么样的二极管才会拿一个固定指标衡量不同国情的整体社会，把消费结构不同说成恩格尔系数，人家马导师都不敢说自己的理论全球适用doge],1,2,,1,2,,弱势地位群体,微博,,0
###,自己怕赚不了钱养活自己，别拿孩子说舍不得,1,2,,1,3,1,妇女,微博,,2
###,不会吧我只会感觉到他不容易傻眼],1,3,4,1,3,3,单亲家庭,微博,,0
###,赶不上了这几天我心急如焚但是国内的人感染时却在发朋友圈娱乐真是无语至极,1,2,,1,2,,老人,微博,,0
###,好的取关，咒人父母你有事吗,1,2,,1,2,,单亲家庭,微博,,0
###,且不说是不是真出轨还不知道，就退一万步讲假如！说的是假如就算女方真出轨，男的损失啥了？不会以为女方愿意跟他生活一段时间女的就是他了的吧,1,3,1,1,3,1,妇女,微博,,3
###,我爸爸几岁的时候就死了，我和我妈妈相依为命的，应该是单亲家庭吧苦涩,0,,,0,,,单亲家庭,微博,,0
###,同样的话送给你啊大部分人日子过的就很鸡飞狗跳很多都是有婚姻的,1,3,1,1,3,2,单亲家庭,微博,,2
###,他们会说平白无故给我好处能是什么好东西是不是想坑我我就遇到这样的人。,1,3,2,1,3,1,老人,微博,,2
###,底层活的很艰辛，要互相关怀。有人情味儿的中国人还是不少的。,1,3,3,1,3,3,伤残人员,微博,,0
###,我是单亲家庭长大的，我性格就非常阳光开朗，因为我妈妈给了我很多很多爱，她也给我创造了非常健康的成长环境,0,,,0,,,单亲家庭,微博,,0
###,为普通人发声的官媒不多，给你点赞,1,1,,0,,,弱势地位群体,微博,,0
###,掀开布帘确认，都没认出来啊？不知道他们怎么个流程。我们都是家里人给整理遗容，擦干净，然后换上衣服。家属是多久没见过老人？连住院也不陪床吗？养了一家什么儿女？,1,2,,1,3,1,老人,微博,,0
###,很多会质疑为什么没有低保，低保这个评定是比较而言的，不得不承认很多地方把低保玩坏了，然而很多时候这些惠民补贴基本还是到了民众手里，理智看待，别以偏概全,1,3,2,1,3,2,弱势地位群体,微博,,1
###,有保护伞，当然可以不用付工资了，也是地方特色了,1,2,,1,2,,弱势地位群体,微博,,0
###,你咋不去摆？是谁拦着你了还是觉得这钱太好赚了？,1,2,,1,2,,伤残人员,微博,,0
###,主要是看到评论区很多人把这个理论完全贬义化所以说说自己的看法。,0,,,0,,,儿童,微博,,0
###,确实如此，不欠薪哪里来的讨薪，可见法律已经站在了大众的对立面，急需修改,1,3,2,1,3,2,弱势地位群体,微博,,1
###,哦哦懂了，大家都不容易，他们不但要提出问题还应该有解决方案才合理一些,0,,,1,3,3,普通人,微博,,0
###,曾经有一篇成考英语阅读是讲父亲去世给堕落的孩子带去了影响，当时内心复杂万分，讲的很委婉很努力的往好的方向引领，很怕学生联想到自身,1,3,3,1,3,3,单亲家庭,微博,,0
###,所以嘛，保持单身，永远快乐打call],0,,,0,,,单亲家庭,微博,,0
###,世卫都劝不了的地方，只能自救。,1,3,2,1,3,2,老人,微博,,1
###,这样为什么没低保我要骂人了,1,3,1,1,3,3,弱势地位群体,微博,,1
###,不给钱还怪别人上门要工资？什么成分可怜],1,2,,1,2,,弱势地位群体,微博,,0
###,甲方把钱给包工头了，包工头跑了，还是甲方压根没给钱，这事得查清楚,1,3,2,1,3,2,弱势地位群体,微博,,1
###,物化人类会犯大错吧，感觉会失去人性,1,3,2,0,,,儿童,微博,,0
###,我们放心不下欲盖弥彰汗],1,2,,1,2,,伤残人员,微博,,0
###,精神智力残疾没人要的，我父亲就是的。你们帮我找到，给你感谢红包泪],1,3,2,1,3,2,伤残人员,微博,,1
###,先了解什么是低保吧，哪个开宝马需要低保这种限制特别多的东西？给自己找不痛快？,1,3,1,1,3,1,伤残人员,微博,,3
###,请问您这是在合理化伤医杀医事件吗疑问],1,2,,1,2,,老人,微博,,0
###,说实在话我碰到过一次看到小偷偷别个女的手机我也提醒了那个失主但是突然出现的电瓶车小偷坐上就跑了想想还是后怕电瓶车上加小偷是三个人如果他们要打我们两个女的我们肯定打不过现在大环境经济不好小偷肯定会多又是年关大家保护好自己的钱财吧,1,3,3,1,3,2,普通人,微博,,1
###,路人只会想，我被偷的时候别人也没提醒我啊,0,,,0,,,普通人,微博,,0
###,所以说直接说开好，万一结婚了他才说那不是要昏倒了笑cry],1,3,1,1,3,2,单亲家庭,微博,,2
###,他们带别人尸体回家了吃惊],1,3,2,0,,,老人,微博,,0
###,这不就是人道主义吗,0,,,0,,,儿童,微博,,0
###,他们都已经脱离群众多久了？有文采是没错，但是不经过论证就妄加评论的事情还少嘛利用文字的力量带动舆论的走向，无异于文臣去带兵打仗，纸上谈兵，简直无稽之谈。,1,2,,1,3,2,普通人,微博,,0
###,城管要跟这样的人为难那就是缺了八辈子大德了,1,1,,1,1,,弱势地位群体,微博,,0
###,可以起诉吗，法院判警察执行疑问],1,3,2,1,3,2,弱势地位群体,微博,,1
###,你现在说话真的不过脑子吐],1,2,,1,2,,单亲家庭,微博,,0
###,美国媒体充耳不闻，视而不见,1,1,,1,1,,儿童,微博,,0
###,这么多人一起应该就不会挨da了吧可爱],1,3,1,1,3,1,弱势地位群体,微博,,3
###,还有如果父母再婚可能关系有点复杂，身边有个父母离又婚的，同母异父，同父异母，异母异父的姐妹都找过来，呆几天吃他喝他，就他一男孩，老家村里的房给他，俩妈他得给养老，然后他也离几年了，带个男孩在这边打工，后妈老家过来帮他看孩子。,0,,,1,3,2,单亲家庭,微博,,0
###,其实感情有问题才是普遍现象，因为健康的亲密关系是具备一定双商的两个人共同经营出来的，不是一个人单方面想有就能有的。,1,3,2,1,3,2,单亲家庭,微博,,1
###,救ta是因为ta是个孩子,1,3,2,1,3,3,儿童,微博,,1
###,他那会小汤山都基本要关仓了，里面都没什么人，因为新十条说可以在家隔离，不用强制方舱。而且我跟你说北京有很多方舱，基本都是双人间，谁也别羡慕谁,1,2,,1,2,,普通人,微博,,0
###,可以申请取消的，既然知道低又为何去申领呢,1,3,1,1,3,1,伤残人员,微博,,3
###,怎么挂？二级精神残疾人完全没企业要啊,1,3,2,1,3,2,伤残人员,微博,,1
###,说明家庭氛围不好,1,3,2,1,3,1,单亲家庭,微博,,2
###,她真的不爱自己，把自己放到最没地位的位置。,1,2,,1,3,1,妇女,微博,,3
###,法治早就沦为权势的工具,1,1,,1,1,,弱势地位群体,微博,,0
###,你都买的起社保，还给你低保资格干嘛,1,2,,1,2,,伤残人员,微博,,0
###,啧啧，说得好像父母双全家庭出来的孩子就都自信、粗枝大叶、毫无防备心、天真无暇、开朗活泼一样。最右真扯淡/朴先生somthg朴先生somthga但是生活中遇到的事实证明单亲家庭的孩子敏感自卑不喜欢打开心扉防备心重心机深很少有开朗活泼的性格,1,3,1,1,3,2,单亲家庭,微博,,2
###,十分之一的德国人是严重残疾吗，确定是严重残疾吗衰],0,,,0,,,伤残人员,微博,,0
###,不能接受就不强求呗，有些人家的确不能接受单亲的孩子，尤其是那种从小的单亲父母离异的,1,3,1,1,3,1,单亲家庭,微博,,3
###,非法上访偷笑]这条规定不就是（冠冠）相护？互相保护？,1,2,,1,2,,弱势地位群体,微博,,0
###,我之前遇到一个单亲就直接说以后孩子想让我爸妈照顾，原因是他信不过他爸，我就很无语允悲],1,1,,1,3,2,单亲家庭,微博,,0
###,困难的人没低保，正常人用的是低保,1,2,,0,,,伤残人员,微博,,1
###,我们老家以前低保都是关系户吃，现在都是对各家各户关怀备至，确实有困难的，村委的人主动帮他们申请，有些人家里困难不想吃低保，说会影响后代的发展！,0,,,0,,,伤残人员,微博,,0
###,总有人打着爱国主义的旗号对人们进行道德绑架什么？你说我不爱国？,1,2,,1,2,,儿童,微博,,0
###,说这句话是骂街的就搞笑了,1,2,,1,2,,单亲家庭,微博,,0
###,家属：听到坏消息，泪水模糊了我的眼睛老人：因为阳了，我走的慢，没跟上无常大哥，就看到家属跟着别人后面哭，想喊住他们，可是刀片嗓说不出话来,1,2,,0,,,老人,微博,,0
###,我是孤陋寡闻不应该说话，只有你这样高智商的人才能说。,1,2,,1,2,,弱势地位群体,微博,,0
###,残疾人可以申请低保吗？,0,,,0,,,弱势地位群体,微博,,0
###,大小s就一个离了，一个没离哇（好像大姐也没离不过原生家庭确实会影响人以后的感情处理方式吧。,1,3,3,1,3,2,妇女,微博,,1
###,希望保护她和她和女儿,1,3,3,1,3,3,妇女,微博,,0
###,挂到公司去，不用人去上班，公司至少会发最低工资标准,1,3,2,1,3,2,伤残人员,微博,,1
###,小偷很坏，但路人态度也令人无语，你就喊一下怎么了，小偷能把你怎么着，难道非要哪天偷到自己身上才合适吗？要知道，邪不胜正！,1,1,,1,3,1,普通人,微博,,3
###,俺们村支书全家都有低保！红十字会物资,1,1,,1,1,,弱势地位群体,微博,,0
###,真正的共产主义战士革命也不是为了钱，是为了无产阶级劳苦大众。所以这是为什么会有烈士的原因，因为这是信仰，不是生意。,0,,,0,,,伤残人员,微博,,0
###,我当时也很小，第一次坐在警察的那个审讯室里审犯人的凳子上，我真不知道为啥让我坐在那里，让我坐笔录，让我签字，告诉我小偷是外地的，基本不会找到，让我不要抱有希望，但是，监控都拍到了，警察找一个监控都能拍到的人，这么难吗？,1,1,,1,1,,普通人,微博,,0
###,主要责任难道不是你自己吗费解],1,2,,1,3,1,普通人,微博,,2
###,我回家时候人家打我电话，说我态度不好，分分钟给我黄码，短信一直追着我骂,1,1,,0,,,普通人,微博,,0
###,说层主键盘的人本身就是键盘,1,2,,1,2,,伤残人员,微博,,0
###,前三十年压迫农民，后三十年压迫农民工，高堂之上的拔去人皮还剩下什么？,1,2,,1,1,,弱势地位群体,微博,,0
###,哈我妈主动和我说，你看不上的，就说我妈不同意，直接对对方或者对介绍人说都可以，我妈不同意笑cry],0,,,0,,,单亲家庭,微博,,0
###,我这样的妈妈正常么？反正我是理解不了这种行为,0,,,0,,,单亲家庭,微博,,0
###,我也想到这个。超级麻烦的。但总得来说，人活着就好苦涩,1,3,3,1,3,2,老人,微博,,1
###,孩子在伤心难过想念爸爸，如果你是妈妈会去拍视频？反正我不会,1,3,1,1,3,1,单亲家庭,微博,,3
###,不值得同情，可怜之人必有可恨之处,1,2,,1,2,,弱势地位群体,微博,,0
###,其实很多都是走一步看一步，我知道我同学，有能力为孩子安排的，也保不住客观因素，所以，考上了，你真是一个很好的归宿了，毕竟我们山东很多人考不上的。有的人也是家庭一般，可是运气好，碰到好人好事，就比别人强很多，这个东西很多时候和家庭没有多大关系。,1,3,2,1,3,2,普通人,微博,,1
###,那真不错，谢谢你带来这样暖心的好消息赢牛奶,0,,,0,,,伤残人员,微博,,0
###,就算是医院弄错了，家属也不看看吗？,1,1,,1,3,1,老人,微博,,0
###,哈哈哈哈哈我也很需要！有群也拉拉我哇,1,2,,0,,,伤残人员,微博,,0
###,希望有关部门站出来维护社会公平正义，希望有一个好的结果！,1,3,2,1,3,3,妇女,微博,,1
###,为啥非要带孩子。不管多舍不得。这就是自己以前没努力现在没能力的下场啊。,1,3,1,1,3,1,妇女,微博,,3
###,有时候对这个社会好失望,1,1,,1,1,,伤残人员,微博,,0
###,儿子初三，女儿幼儿园。预计下月底拿到离婚证。我一个人扶养他们没有问题。孩子爸爸经常在外地，离婚后他经常回来探视对孩子们来说与之前没太大不同，但时间长了儿子应该会感觉到。目前在犹豫是让儿子自己发现还是一年后直接告诉他。,0,,,0,,,单亲家庭,微博,,0
###,任何孩子都有被欺负的可能，无论是不是单亲。我的成长过程中，大部分单亲家庭的同学都没有因此被欺负过，而且都很大方很开朗。但有一个女同学，她把自己经历过的所有人际矛盾都归结于单亲家庭（比如跟同学发生口角，对方甚至不知道她单亲，她就觉得自己被歧视了反而毁了她自己。,1,3,2,1,3,2,单亲家庭,微博,,1
###,加拿大给残疾人安乐死怎么不批评？双标。,1,1,,1,1,,伤残人员,微博,,0
###,国内已在接第四针，第三针一年前已完成。只是第四针疫苗仍是灭活,0,,,0,,,老人,微博,,0
###,我跟你讲单亲的孩子多多少少心里都是有病的,1,3,1,1,1,,单亲家庭,微博,,2
###,就是，人矿还翻天了挖鼻],0,,,0,,,弱势地位群体,微博,,0
###,很抱歉，我个人共情不了这个儿子，因为我知道妈妈每天买菜做饭做家务有多辛苦，没钱周转这个家庭有多心酸，我的压岁钱也没自己留着，都给妈妈周转家庭了，因为我也是家庭的一份子。没有不认可儿子的看法，只是我个人认为凡事都要分轻重缓急，先把活人顾好，父亲的墓地我会以后工作了自己攒钱去买。,1,2,,1,3,2,单亲家庭,微博,,0
###,如果是因为单亲家庭带来的性格问题，我的话其实不介意的。但是另一半的单亲父母都需要照顾的话，的养老才是需要考虑大问题吧,1,3,2,1,3,2,单亲家庭,微博,,1
###,他们确实有团伙的，注意一下比较安全笑cry],1,3,3,1,3,3,普通人,微博,,0
###,去理他们干嘛，loser要给自己刷人设当然啥都能贬低了。,1,2,,1,2,,单亲家庭,微博,,0
###,也可能压根搞不定，不是每一个孩子在爸妈面前都有话语权。每家都有自己的故事，但是结论是一样的，如果男友搞不定，就没必要强求了。,1,3,2,1,3,2,单亲家庭,微博,,1
###,领导从车库进去了已经,1,1,,0,,,弱势地位群体,微博,,0
###,残疾人有补助他母亲年龄达标也有补贴我在乡镇工作，每个月要核查，而且脱贫办隔段时间就催低保指标完成，比如给你一个村20个指标，但是太难了，你家随便几个年轻人工作打工就超低保标准，而且农村很多人钱没多少但买车，也不符合，支书想的头都大了也凑不够有的低保户没收入死了一查银行卡二十万,1,3,3,1,3,2,伤残人员,微博,,1
###,这样的人没偷没抢，自食其力，吃不上低保，什么样的人吃低保？开奔驰取钱的,1,1,,1,2,,弱势地位群体,微博,,0
###,人生而平等，这就是救他的理由。世界不存在绝对平等，人终会因为后天因素造成各种不平等，但生而平等。,1,3,2,1,3,3,儿童,微博,,1
###,不会。但多注意孩子的心理发育吧,1,3,2,1,3,3,单亲家庭,微博,,1
###,文明讨薪，不会被抓,1,3,2,1,3,1,弱势地位群体,微博,,2
###,反正评论区个个说我不是歧视啊，然后叭叭输出一堆单亲家庭出来的孩子基本都是性格等各方面存在问题笑哈哈],1,2,,1,2,,单亲家庭,微博,,0
###,如果好相处也行，还能帮忙照顾孩子，长辈愿意帮忙真的太好了。反之就是噩梦了允悲],1,3,3,1,3,2,单亲家庭,微博,,1
###,是你真不懂吧，国家延迟退休，哪怕你交30年社保后，拿不拿得到退休工资另说。,1,2,,1,2,,伤残人员,微博,,0
###,过来人想说走一步看一步，其实各种机会还是有的，也别觉得自己只能一条路走到黑了,1,3,2,1,3,2,普通人,微博,,1
###,先和他父母多接触接触，如果和他父母有了足够的接触之后，还是这样觉得，那就放弃吧，他担当不够，无论他想不想解决都一样，因为这本来不是你该解决的问题，这是他该解决的问题。,1,3,1,1,3,1,单亲家庭,微博,,3
###,你没事吧诅咒别人父母,1,2,,1,2,,单亲家庭,微博,,0
###,标题搞对立，把有些人带偏了，心如刀割看得出母亲心疼孩子懂事，后面还拍了叠床单来渲染气氛，正常人不会因为孩子不拿出钱心如刀割吧,1,3,1,1,3,1,单亲家庭,微博,,3
###,不婚不育算不算打破了？,0,,,0,,,妇女,微博,,0
###,他这个路边摊没有执照是违法收入啊如果申请低保照样可以申请的,1,3,2,1,3,2,伤残人员,微博,,1
###,有自食其力精神善良人都会同情,1,3,4,1,3,4,伤残人员,微博,,0
###,可怜之人必有可恨之处,1,2,,1,2,,弱势地位群体,微博,,0
###,我，普通乡镇班主任，我每一届学生真正困难的学生都有低保，国家每学期都有助学金到学校，每期名额都有80个，学生申请然后学校讨论再回村委会盖章的，不是说给谁就给谁的，住宿生每期675，走读生每期365，低保户学生拿的是国家民政的建档立卡的专项款，每学年3700，不多也是国家的进步，请调查了再发言,0,,,1,3,2,弱势地位群体,微博,,0
###,每年都讨薪，今年尤其热闹,1,3,1,1,3,1,弱势地位群体,微博,,3
###,拘留完了才出来说话，马后炮,1,2,,1,2,,弱势地位群体,微博,,0
###,国内的现状就这样，基本没有大企业搞自己的劳务公司了，都用专业分包或者劳务公司，你说没给钱吧，他也给了，但层层递进，都把钱挪走拓展业务了，这几年地产不行，问题就更严重了,1,3,2,1,3,2,弱势地位群体,微博,,1
###,像英国的斯宾塞和清末的严复这些人才是后来被称作“社会达尔文主义”的理论的创始人和拥趸。严复的天演论其实并不是翻译的达尔文著作而是赫胥黎的讲稿、评论等，其中也夹带了很多严复的私货并不都来自达尔文。,0,,,0,,,儿童,微博,,0
###,没有欠薪就没有讨薪，更不存在什恶意。如果真的有恶意也是欠薪在前讨薪在后。话又说回来现在企业也确实是难，弱势地位群体就更难！,1,3,2,1,3,3,弱势地位群体,微博,,1
###,不会的我班里好多单亲家庭的主要还是看你大家都不在乎的,1,3,2,1,3,2,单亲家庭,微博,,1
###,我个人觉得没啥危害，跟有人不接受比自己矮的，有人不接受肥胖的，个人选择罢了。,0,,,0,,,单亲家庭,微博,,0
###,总觉得十分之一有点太多了，不知道是不是判断标准不一样,0,,,0,,,伤残人员,微博,,0
###,是谁制造腐败拳头],1,2,,0,,,弱势地位群体,微博,,0
###,难道不是你作为人类太傲慢了？,1,2,,1,2,,儿童,微博,,0
###,是个人都多多少少会有点性格问题吧双亲家庭的也一样啊,1,3,2,1,3,2,单亲家庭,微博,,1
###,问问医生吧，但我觉得可以，因为你说的这些我奶奶恰好都有允悲],0,,,0,,,老人,微博,,0
###,这让另一家怎么接受，人已经火化了，家属不知道,1,3,2,0,,,老人,微博,,0
###,大学的话你不说就没人知道，相亲肯定会被歧视的，很多妈妈都不喜欢单亲家庭的女孩或者男孩,1,3,2,1,3,2,单亲家庭,微博,,1
###,放屁，有低保还用出来受冻,1,2,,1,2,,伤残人员,微博,,0
###,非常赞同，以前苦口婆心劝，现在直接拉黑。,1,2,,1,2,,妇女,微博,,0
###,你有钱给人送去一百万别问了行吗,1,2,,1,2,,伤残人员,微博,,0
###,这时候不说强迫劳动了?你还雇童工,1,2,,1,2,,儿童,微博,,0
###,什么叫不通过正常途径索要，难道我的工资就非要让我去人家哪里要吗，是什么出了问题,1,2,,1,3,1,弱势地位群体,微博,,0
###,国家应该一见到此类情况，就由维稳办派人来与厂家负责人沟通核实，确认情况属实恶意欠薪，交由公安机关来控制厂房负责人。,1,3,2,1,3,2,弱势地位群体,微博,,1
###,断水断电，让人咋活，还是个孩子啊，能不崩溃吗，这些人性全无的老爷们,1,1,,1,1,,普通人,微博,,0
###,是的，真的害怕，别说看见别人被偷会不会喊人了，自己被偷都不敢太大声呵斥，有的还明目张胆的抢…,0,,,1,3,2,普通人,微博,,0
###,没办法，没人相信钱能发到自己手里,1,3,3,1,3,2,弱势地位群体,微博,,1
###,你这是当事人，咋样？工作中也会像视频里的城管一样吗？其实，都是为了生活，生存，不然，你没收完东西，日后也照顾一下人家生意，,1,3,1,1,3,1,弱势地位群体,微博,,3
###,什么法治社会，大家懂,1,1,,1,1,,弱势地位群体,微博,,0
###,那办丧事也没发现不是自己家属吗？,1,3,1,1,3,1,老人,微博,,3
###,单亲家庭（随妈妈生活）目前遇到的男生多多少少有点问题，但是，接触了发现他们的母亲都很奇怪，会有特别强的控制欲，母亲过于强势他们自己就很懒散。如果母亲教育的好，单亲也可以把孩子教育的好。,1,3,2,1,3,2,单亲家庭,微博,,1
###,坏的都跟资本主义学差不多了，好的却一直不肯学！,1,2,,1,2,,弱势地位群体,微博,,0
###,咱不道，拿出来证据嘎哈，我又没跟人家有仇，谁领也没挨着我事,1,2,,1,3,1,伤残人员,微博,,0
###,依法处理，如果她丈夫啥视频活都没干，而且还家暴。那就没有以对方过错该怎样处理就怎样处理。如果双方不能和解的话，号能要回来就要回来，不能的话冻结此账号，一拍两散。,1,3,2,1,3,2,妇女,微博,,1
###,这种情况可以去举报，如果情况属实的话会被撸掉的。建议你去举报。,1,3,2,1,3,2,伤残人员,微博,,1
###,批评总是来得容易，解决方案却不是人人能提。不要一味地俯视，也不需要仰视，平视就好。,1,3,1,1,3,3,普通人,微博,,1
###,还是没有滚的能力有一句俗语要么忍要么滚,1,2,,1,2,,妇女,微博,,0
###,是的，靠低保就是在农村也会饿死的。,1,3,1,1,3,2,伤残人员,微博,,2
###,我也觉得离谱，就算医院弄错离谱，家属连自己亲人都弄错就更更更离谱,1,3,2,1,3,1,老人,微博,,2
###,从你什么角度啊，只要医生没明确拒绝你啥病不能打疫苗，你就是可以打的，而且就是那个道理，疫苗比病毒就是引发疾病也能轻很多，打疫苗出问题的话，说明得新冠了问题更严重，所以一直都在提倡打疫苗。不过现在不建议你去打疫苗了，这段时间新冠高峰，打疫苗感染新冠，疫苗和病毒双重攻击更危险。,1,3,2,1,3,2,老人,微博,,1
###,没人知道太阳明天是否还会升起。大家面对的风险宏观上来说是相同的，但承担风险的能力却是不同的。既有社会层面的，也有个人层面的。当社文的话语出自风险承受能力强的人的口中时，自他之下，皆是蝼蚁。,1,3,2,1,3,2,儿童,微博,,1
###,你们以为施工方真的愿意欠薪吗？他们也想安稳的过个年，主要是甲方不给钱啊，开个楼盘，房子卖得掉，那么钱好拿的，房子卖不掉，工程款就跟老便秘一样，如果你太强势、那么甲方就拼命找你进度问题、质量问题，要知道要质量就没有进度、要进度就没有质量，两全其美几乎不可能、怎么着假放都有办法治你,1,3,2,1,3,2,弱势地位群体,微博,,1
###,欧美的社科法律群体做好了自己的本职，即为上层的言行举止与政策创造“理论基础”并构建一个闭环的执行逻辑，例如欧洲人权法院“强制接种疫苗是民主社会必须，不违反人权公约反观国内的社科法律，长期以自由派视角和怀才不遇的心态，占据制高点批判国内日常，来自我标榜。,0,,,0,,,弱势地位群体,微博,,0
###,主要看父母双方是否和睦，就算离了但能和平相处的话，孩子也会对婚姻有信心,1,3,2,1,3,2,妇女,微博,,1
###,这些都是借口啦觉得条件不好么，拿单亲来说事,1,3,1,1,3,1,单亲家庭,微博,,3
###,那你还上微博发言？还不赶紧去赚钱。,1,2,,1,2,,弱势地位群体,微博,,0
###,我还以为现在已经没有这种小偷了,1,3,2,0,,,普通人,微博,,0
###,如果离婚双方都没在婚，男的的所有钱都给孩子和前妻，收入都放在前妻和孩子那里，拆迁也给前妻和孩子，那对孩子有大的影响吗？,0,,,0,,,单亲家庭,微博,,0
###,办低保没关系根本办不下来你就算每天去捡破烂，你都能超出规定的最低收入,1,3,1,1,3,1,弱势地位群体,微博,,3
###,我最最好的朋友就是单身家庭，她人好工作能力强，不喜欢某个人可以，但因为单亲家庭就不喜欢，这样的父母好不到哪里去,1,1,,1,3,3,单亲家庭,微博,,0
###,这才是正能量报道。那些天天一片繁荣的良心被狗吃了,1,2,,1,2,,弱势地位群体,微博,,0
###,北约的官员知道他们犯下的罪行，制造多少孤儿、多少弱势地位群体，他们还在继续造孽。,1,1,,1,1,,弱势地位群体,微博,,0
###,不欠薪何来讨薪？又何来“恶意,1,2,,1,3,3,弱势地位群体,微博,,0
###,那说明你本来是0收入，本来没几天就得饿死，社会至少资助了你一笔钱给了你希望。,1,2,,1,2,,伤残人员,微博,,0
###,人需要人文精神，没有人文精神的人类是没有开化的野兽。,1,3,2,1,3,2,儿童,微博,,1
###,不吃快餐吃什么？,1,2,,1,2,,普通人,微博,,0
###,没事，有感想就说。能思考就是好同志嘻嘻],0,,,0,,,儿童,微博,,0
###,他没放弃自己，在看书,1,3,4,1,3,3,弱势地位群体,微博,,0
###,可怜人必有可恨之处,1,2,,1,2,,弱势地位群体,微博,,0
###,很多人都不想成为大多数但事实就是很多人都是大多数,1,3,1,1,3,2,儿童,微博,,2
###,那我可真没事找事，得罪人不说，我怎么在单位干了,1,2,,0,,,伤残人员,微博,,0
###,单亲不是问题。大概率只是个借口的可能性更大。,0,,,1,3,3,单亲家庭,微博,,0
###,我们还是没办法去坚信，生命本身就是最大的价值失望],1,3,3,1,3,3,儿童,微博,,0
###,狗看了都摇头和我一个朋友一模一样他也没什么钱年纪又大了对我也一般还和别人聊骚我到底要不要离开他,0,,,0,,,妇女,微博,,0
###,房子必须写自己名下？钱必须存在自己的银行卡里？,1,2,,1,2,,伤残人员,微博,,0
###,我老公家县城的套房精装修，贫困户，过年过节有人送米送油，住院报90我公公是个厉害人,0,,,0,,,弱势地位群体,微博,,0
###,你男友能搞定他爹妈，那可以继续，要是他和他父母一样，那趁早分手。,1,3,1,1,3,1,单亲家庭,微博,,3
###,BBC、CNN、新乡时报急需你这样的人才哈哈],1,2,,1,2,,儿童,微博,,0
###,中考后再说啊，和娃爸商量好。就说爸爸接了个大项目更忙了，一年后会好一点。中考完再说呗,1,3,1,1,3,1,单亲家庭,微博,,3
###,上级审批会进行经济审批啊，假证明只能骗过乡镇街道，要是不符合标准还是申请不到。以前不完善骗到的，也会回头看，要是不符合标准也会取消,1,3,2,1,3,2,伤残人员,微博,,1
###,是你难理解吧，医院搞错手环是一回事，但是家人连老人都认不出来不可笑吗,1,1,,1,3,1,老人,微博,,3
###,你说的没有错。究其原因，社会达尔文主义突出强调弱肉强食的原则，过分强调竞争关系，比较片面的看待问题，而忽略了人类本来的感情需求和慰藉，忽视了人的天性是善良。所以社会达尔文主义并不适合人类社会现状也不利于人类精神文明的建设。,0,,,0,,,儿童,微博,,0
###,你这是哪里来的依据科普一下，法律早就说了1994年以后的事实婚姻不受法律保护,1,2,,1,2,,妇女,微博,,0
###,好像公司能靠帮残疾人减税还是什么的反正有优惠政策吧,0,,,0,,,伤残人员,微博,,0
###,这正是无产阶级的最终理想，正是共产主义的最终理想。共产主义说白了就是让弱势地位群体也能上桌子吃饭，这才是真正的怜悯，而非身为强者而傲慢,1,3,2,1,3,3,儿童,微博,,1
###,你以为呢，精神智力残疾没人要的,1,3,1,1,3,2,伤残人员,微博,,2
