id,文本,文章名,最终标注,来源,检索关键词
#####,录音笔，录证据曝光，鱼死网破，不过这样很有压力但最有效，小姐姐你可能抗不住，希望小姐姐早日康复，记住，被欺负了马上反击是最有效的方式，告诉那些欺软怕硬的人，别惹你，相信你，一定会好起来,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0,知乎,妇女
#####,社会对残疾人真的是越来越包容了。,,1,微博,伤残人员
#####,现在政务公开，你要看到真正困难的拿不到低保，12345市民热线，12348法律援助。,,0,微博,弱势地位群体
#####,又一大批裁判文书要下架了～,【#孙国友此前727万判决书曝光#】 3月29日，宁夏跪求供水事件， 孙国友此前一份判决书曝光，法院明确煤矿占用林地，要求赔偿727.54万元  #家属回应老人跪地求水# @河南新闻广播 河南新闻广播的微博视频 ,0,微博,老人
#####,做人要学会拒绝，有些人的礼物是不能收的,#天津#@菜酱阿鱼：公司（前公司，已离职）妇女节当天给我们四个女员工发了礼物，一个睡衣还有一个小的香薰，睡衣如下图，公司两位女领导说是大领导给我们买的（大领导是单身油腻男），所以说这个我心里就有点膈应，但也没多说什么，送礼物的时候也一直让我们回去穿了拍照，我们就当玩笑，也没在意，结果当天晚上在公司大群发这种消息，我也没回复，觉得很不舒服，第二天去公司，把我另外两个同事拉进办公室（就是睡衣没拿回家的），强迫人家在他们办公室换睡衣，还在一旁笑，我们都能听得见，我们在外面坐着，还有男员工，跟他们办公室就隔了一层磨砂玻璃门，真的很尴尬，很无语，这不是纯纯的职场霸凌是什么。,0,微博,妇女
#####,请问有没有深层次的想过，如果对方不是你们这种做测试的，如果是设套的话你让行人如何管唯一的就是打110了吧,你怎么看微博上「和颐酒店女生遇袭」这件事,0,知乎,妇女
#####,后来我发现，你拥有最甜甜的笑，最暖暖的光。,严浩翔#严浩翔 浩事成双福运来##兔年上上签#严浩翔  在另一个时空当普通人吧，我们相爱。@时代少年团-严浩翔,0,微博,普通人
#####,别说造反，wg还有一群牛鬼蛇神在批判呢,你看得起弱势地位群体么？,0,知乎,弱势地位群体
#####,换个角度想，能找到这么多作为佐证的资料，说明不是钓鱼的,好累啊，有没有能接受带个孩子的单亲家庭？,1,知乎,单亲家庭
#####,我觉得30岁才拥有自己的房和车，大概率没啥资格在瑞士的山上惊叹自己的人生，除非他是在瑞士获得了自己的房和车,弱势地位群体家的孩子不配旅游吗？,3,知乎,儿童
#####,手哥会做儿子。被葛老师每天训的和儿子一样,有网友问，单亲家庭对小孩性格成长，影响大不大？就拿我来说吧，小时候我们班级里，我是唯一一个单亲家庭的，当时属于异类了。至于会不会被歧视，会不会自卑，我当时也没有太大感觉，无非是别人问起的时候，有些尴尬。可能是我脸皮比较厚，不内向，而且非常淘气，全班就属我最淘气，我的淘气方式跟别人还不一样，我是自己不淘，专门出馊主意让别人去淘，让老师非常头疼。至于歧视，我们小时候，主要歧视家里没钱买电动文具盒，没钱买电动铅笔，没钱买变形金刚和新衣服的，而这些我都有。至于性格缺陷，也是实打实的存在，比如我就不会做爸爸。因为我从小没经历过，也不知道父子之间如何相处，如果现在给我一个儿子，我还真不知道怎么跟他相处。所以我可能真的不适合有小孩吧。,0,微博,单亲家庭
#####,我在孩子三个月的时候离婚了，前夫现在女友换得飞起，一年来对孩子不闻不问，我就过好自己的日子，静看他未来如何,https://www.zhihu.com/answer/1842125447,0,知乎,单亲家庭
#####,你可以的，只要你不浪费不抗奢侈品，力所能及地帮助周围的人和贫困需要帮助的人，时时有颗善心那么你就不平凡了,,0,微博,弱势地位群体
#####,沙坪坝三峡广场那里有一个应该是弱智的那种残疾人，这么冷穿个短裤在卖报纸，冷得发抖，一边叫卖今天的报纸很好看，但是他不知道现在的人都不看报纸了，看着很心酸但是我也不知道怎么帮他，唉，主要是我没什么能力也没钱,,0,微博,弱势地位群体
#####,老百姓不好骗了,https://www.zhihu.com/answer/2945619141,0,知乎,普通人
#####,倭人的掺沙子很厉害。点赞你的爱国情怀！,#欧阳震华#，一小时内两次发文！3月28日凌晨，欧阳震华在一小时内两次发文，令人没想到的是，欧阳震华一开口就说：“日本在内地建了很多学校，但这些学校没有一个中国学生，全部都是日本人，而且禁止中国人入内”，好家伙，大半夜的欧阳震华这是想说什么呢？网友纷纷好奇，到底是什么事？据悉，这条消息不是来自八卦媒体，而是欧阳震华亲自发文。文中，欧阳震华态度坚决却又半信半疑，既没有说出在哪里得知这件事，也没有说出这些学校地址在哪儿，让人看地摸不着头脑。不过，有网友联想到，近日有一名50多岁的日本男子被抓，于是忍不住去欧阳震华社交账号发问：“ 难道是日本企业在中国提供给小朋友或者老人的？搞得我也好奇了！”一小时后，欧阳震华再次发文表态：“先旨声明，本人只是活到老，学到老，无意图搞对抗，只想有一个解释，一间学校无需这样封闭教育，如果在中国兴建日本学校不能给中国人参与小朋友的教育，甚至不能靠近，真是百思不得其解”。网友纷纷惊讶，并继续追问欧阳震华：“胖胖，你今天怎么像爱国大V一样义愤填膺？我也很好奇，不能靠近也太奇怪了吧？”欧阳震华这次虽然没有再发文，但是有位网友说得好：“华哥这份爱国心没有任何问题！你说的对，真的应该解决！”不过，欧阳震华给网友制造悬念的同时，不仅给网友带来一股正能量，还很好地表明了当下的立场态度，真是一举三得。不老男神难得变爱国大V，怎能让人不印象深刻？,0,微博,老人
#####,他们只坐在屋里喝着热茶，思考着今年的奖金有多少，有谁在乎寒风下的他们，还有他们老家寒风下的子女,,0,微博,弱势地位群体
#####,嗯，我姑姑是很节俭节俭到抠门的人，但是她教育我表妹买路边小摊上的东西时尽量不砍价,你对陌生人做过哪些你认为是善意的温暖的小事？,0,知乎,普通人
#####,你是我朝思暮想的笔尖少年，在绝城的荒途里辗转成歌,穆祉丞mzc#穆祉丞 宝石主舞# 我希望你拥有屏幕内前途无限的闪耀，却又希望你拥有屏幕外普通人的快乐。??@TF家族-穆祉丞MU,0,微博,普通人
#####,想起你的时候，感觉整个世界都是温柔的，给人以安暖，给人心惊，是你温暖了我的一程岁月，是你惊艳了我的青春L李现@李现ing,#倾听孩子的声音#lx #李现正能量偶像#                                                         和李现一起传播正能量，倾听孩子的声音！为乡村儿童教育注入艺术的力量。 李现@李现ing中国青少年发展基金会的秒拍视频                 ,0,微博,儿童
#####,我也是真无语了好好的宣传不会做，什么叫外嫁女？那还有内嫁女，内嫁男，外嫁男，对吧,【#百名外嫁女为13岁被霸凌女孩捐款# ：女孩没钱住院 已筹集1万多元】#百余同村外嫁女为遭霸凌13岁女孩捐款#据@沸点视频 ，3月23日，海南临高，13岁女孩遭霸凌左耳鼓膜穿孔引发关注，同村村民自发为其捐款。村民林女士表示，女孩父母是残疾人，当时施暴者还没有进行补偿，女孩到海口的医院住了两天没钱回来了。自己觉得女孩很可怜，也感到很气愤，最后110余位外嫁女自发筹集了1万多元，准备送给女孩母亲。海南 沸点视频的微博视频,0,微博,伤残人员
#####,这不堵门去卷他等什么呢,#天津#@菜酱阿鱼：公司（前公司，已离职）妇女节当天给我们四个女员工发了礼物，一个睡衣还有一个小的香薰，睡衣如下图，公司两位女领导说是大领导给我们买的（大领导是单身油腻男），所以说这个我心里就有点膈应，但也没多说什么，送礼物的时候也一直让我们回去穿了拍照，我们就当玩笑，也没在意，结果当天晚上在公司大群发这种消息，我也没回复，觉得很不舒服，第二天去公司，把我另外两个同事拉进办公室（就是睡衣没拿回家的），强迫人家在他们办公室换睡衣，还在一旁笑，我们都能听得见，我们在外面坐着，还有男员工，跟他们办公室就隔了一层磨砂玻璃门，真的很尴尬，很无语，这不是纯纯的职场霸凌是什么。,2,微博,妇女
#####,首先你得把弱势地位群体当正常人，弱势地位群体也知道卫生，他们不是傻子。,“弱势地位群体”面馆就餐被拒你怎么看？,0,知乎,弱势地位群体
#####,这个世界不是只有赚钱和成就值得付出，懂得悦己，开心和均衡也很重要。,,0,微博,弱势地位群体
#####,问题是，才一百万日元，就想劝东京人放弃生活方式和现在的工作感觉小日本像是在打发叫花子,【#东京太拥挤日本政府付钱请民众移居#，家庭每名子女可获100万日元补贴】当地时间1月4日，美国有线电视新闻网（CNN）以“东京太拥挤，政府付钱让家庭离开”为题报道称，日本将为迁出拥挤不堪的首都的家庭提供补助，以努力振兴乡村城镇，并提振不断下降的出生率。据日本中央政府的一位发言人表示，从今年4月开始，东京都市圈的家庭，包括单亲家庭，如果他们搬到全国人口较少的地区，每个孩子将有资格获得100万日元（约合人民币5.2万元）的补助。据报道，这不是日本政府第一次尝试用资金激励来鼓励民众离开东京，但这个计划更慷慨，是目前补贴金额的3倍。据CNN介绍，几十年来，日本各地的人迁移到城市寻找工作机会。东京是日本人口最多的城市，大约有3700万居民。据日本政府2021年发布的统计数据，在新冠疫情之前，每年迁入东京的人数比迁出东京的人数多出多达8万人。但这种移民模式，加上日本迅速老龄化的人口，使得农村城镇的居民越来越少，数百万的房屋无人居住。根据日本一项全国人口普查，2022年，预计除东京23区外，日本一半以上的城市被指定为人口稀少地区。而与此同时，在主要城市，空间已经迅速耗尽，物价飞涨。其中东京一直是世界上生活成本最高的城市之一，2022年东京的生活成本排名全球第5。另外，目前的移民模式除了导致家乡荒芜外，还致使子女稀少。专家表示，年轻人从农村向拥挤的城市迁移，是造成日本更大人口危机的一个关键因素。长期以来，日本一直在低出生率和长预期寿命方面苦苦挣扎，近年来，日本死亡人数已超过了出生人数。专家指出，城市生活成本高、空间有限以及缺乏育儿支持，这使得养育孩子变得困难，这意味着生育孩子的夫妇越来越少。例如，东京的生育率在日本47个都道府县中最低。为了解决这些问题，日本于2019年发起了一项倡议，以吸引人们前往偏远地区居住。根据这项计划，在东京都市圈生活和工作至少5年的个人如果搬到农村地区，可以获得60万日元（约合人民币3.1万元）的补助。对夫妇来说，奖励更高，为100万日元。去年，日本政府允许单亲父母或有孩子的夫妇在搬迁时，每个孩子获得30万日元（约合人民币1.5万元）的补助。今年，日本再对这个2019年启动的“地方创生移居支援项目”进行加码，把按照未满18岁的子女人数累加的金额由目前的每人30万日元提高到100万日元。《日本经济新闻》12月28日报道了这一项目的详细内容，可以获得补助的对象是居住在东京23区的居民，或父母在东京都市圈其他地区往返23区通勤的家庭。原则上，这些家庭只要符合移居后到当地的中小企业就业，或以远程办公方式继续从事移居之前的工作，或在移居地区创业，就能获得100万日元的补贴。另外，日本政府还会根据家庭内的子女人数，累加发放补贴。目前是18岁及以下的子女每人加算30万日元，但从2023年4月开始，每个子女的补助就会提高到100万日元。这意味拥有两个18岁及以下子女的四口家庭最高可获得300万日元的补贴，获得补助时没有收入限制。不过，申请补贴的家庭必须表明自申请之时起在移居的市町村居住5年以上的意愿，若是提前离开当地需归还接受的补助。目前，日本全国共有1300个市町村参与了这项计划，相当于全日本的8成。据CNN报道，这位日本中央政府的发言人坦言，东京人口高度集中，政府希望增加人流到偏远地区，以振兴人口下降的地区。据CNN称，该项目正在获得关注，但人数仍然很低。在该项目启动的第一年，只有71个家庭参与，2021年有1184个家庭参与。另据日本共同网1月2日报道，日本政府2022年底敲定目标，力争把从东京都市圈移居至地方的人数增至目前的4倍，达到一年1万人。值得一提的是，除了将鼓励民众从东京移居以提振出生率外，东京都还拟向0-18岁居民每月发放5000日元（约合人民币260元）。据共同网1月4日报道，东京都知事小池百合子4日在都政府大楼发表新年致辞，透露称作为少子化对策，有意向居住在东京的0-18岁未成年人每人每月发放约5000日元。政府目前正在探讨发放补贴时不设收入限制，把相关费用列入2023年度预算案。《日本经济新闻》评论称，在日本，不设收入限制发放育儿补贴的政策十分罕见。4日当天，小池还提及去年的日本全国新生儿数不到80万人，预计将创新低，她称“这是动摇社会存亡基础的冲击性事态”，并警告称日本政府2023年度预算案未形成立即摆脱少子化的势头。小池强调“人口问题是国家建设的根本”，并同时表示，“不能等待国家的应对，东京都必须率先完善具体的对策。”,0,微博,单亲家庭
#####,两家的家属都有责任，尹婆婆的家属责任特别大,,1,微博,老人
#####,给人家留点路吧，太心疼了悲伤],,0,微博,弱势地位群体
#####,成人都无法避免各种暴力，小孩子能懂什么仁义礼智信。让他们知道这种行为会付出代价，会比循循善诱管用的多,儿童的严重程度被夸大了吗？,3,知乎,儿童
#####,人之初，性本善。上善若水，大爱无疆。慈心为民，善举济世。无缘大慈，同体大悲。众善奉行，诸恶莫做。慈善的行为比金钱更能解除别人的痛苦。怀有仁爱之心谓之慈，广行济困之举谓之善，慈善是仁德与善行的统一,每日一善??#阳光信用# 自尊，自立，自强，自信。健全人可以活出精彩的人生，残疾人也可以活出精彩的人生。我们每个人都要珍惜生命、追求健康，努力创造无愧于时代的精彩人生。@顺了崽,0,微博,伤残人员
#####,去当乡村教师自然是想要去做一些事的，可是，他们最需要的你其实并不能给他们，这就是本质的矛盾。有点像学医救不了中国人一样。所有的问题都源自于他们的贫穷。,,0,微博,儿童
#####,我在矛盾型和回避型中间徘徊[捂脸]我也是谈恋爱才发现并且清楚地认识到自己的性格缺陷，对爱情真的可以说是非常冷漠，或者非常黏腻，我很讨厌自己这样ò?ó(我发“四”努力改正），遇事第一反应就是逃避，跑(会有疯狂的自卑感和卑微，让人窒息)，如果你女朋友知错能改，还是可以给孩子一个机会的[可怜]如果谈论这些事情，她像被踩了尾巴一样疯狂，建议慎重考虑(仅代表我的观点）虽然我们都要成长，但是为此付出惨痛代价的话，不值得的。我们和平分手的，我反复确认我没有给他带来不堪回首的记忆，长吁一口气(我折磨自己比较多，一般会把情绪变化记录下来，了解波动原因[捂脸][捂脸]这点很理性）后面他有过想和我复合，也有过几个男生追求我，没有期盼就不会有失望，自先沉稳而后爱人吧，我在慢慢长大呐,https://www.zhihu.com/answer/1038554946,0,知乎,单亲家庭
#####,不是你的错，社会制度决定了。资本论里的“一方面是财富的积累，一方面是贫困、劳动折磨、无知与粗俗的积累”,如何评价《现实是有 63% 的弱势地位群体孩子一天高中都没上过，怎么办？》一文？,1,知乎,儿童
#####,都在说为啥不让国外的疫苗进来，我回了一句美国不也死了一百多万，他们疫苗也没啥用啊，瞬间安静了,,0,微博,老人
#####,自省挺可贵的,https://www.zhihu.com/answer/2394555545,1,知乎,普通人
#####,下一个被盗的可能就轮到你了！,,0,微博,普通人
#####,作者反省的客观冷静  感觉这种经历对作者以后的处世帮助很大,https://www.zhihu.com/answer/2394555545,0,知乎,普通人
#####,工读学校，少管所,合着就是互殴但是这次搞出事了而且因为父母是残疾人所以以此来博取了网友同情心？？？我……………我真的心情复杂了………… ,0,微博,伤残人员
#####,给你赞一个，女权还就得是你这样的有正确3观的人来提才能不走歪路，题主是田园女权癌,妇女如何在一段处于弱势地位的婚姻中为自己争取最大化利益？,0,知乎,妇女
#####,有了孩子涂涂可就放心大胆的去钓鱼了更不怕你离开了,某日突然茅塞顿开，一直害怕要孩子这个问题，害怕某人的自私、粗心和毫无责任心导致孩子成为单亲家庭而缺爱，更害怕我会被完全栓死成为一个全职奶爸！可换个角度想，如果生个小情人来陪我时心里竟然还有一丝期待，我可以从小培养他跟我去玩各种冒险刺激的游戏，比如过山车、滑雪、蹦极、跳伞、潜水、徒步登山之类的项目，更是找到了一个合理的理由进儿童乐园去玩，因为老妈很抠门，从小到大我从来没进去玩过！所以这一直是我的遗憾！我也不需要他和其他同学比成绩比才艺，我只想他去做开心喜欢的事，甚至可以向学校请假带他出去玩，再也不会为了没人陪我赶海、爬山、看电影这些小事而感到孤独，更不会因为某人的胆小导致我最喜欢的游乐园项目直到变成大叔都没去玩过一次，而且还可以陪我玩游戏！！！哇塞！！！真美好！！！不过也有一个可怕的顾虑，万一这小玩意也跟涂某人一样胆小或者干脆也喜欢上了钓鱼……那我就掐死他！,0,微博,单亲家庭
#####,校园暴力已经很猖獗了，我2010上的初中第一年大家都老实初二就各种打架我们学校在县里算很好的初中了都经常有混混出入校门口堵人，有一次班里同学打架双方都叫上了混子参与争斗约架，最吃惊的是还有好多社会大姐参加这是我最不能理解的。,,0,微博,儿童
#####,无障碍设施太差了，很多就是夺命设施[捂脸],如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0,知乎,妇女
#####,关爱自闭症儿童从我做起！,尊敬的先生/女生：您好！崇川区残疾人联合会携手南通星辰诚邀您！4月2日下午3:30分，南通文峰城市广场！我们不见不散！ 南通·江苏省南通市崇川区文峰城市广场 南通星辰儿童康复中心的微博视频,0,微博,伤残人员
#####,谁说爱上一个不回家的人唯一结局就是无止境的等,中年妇女被流行媒体妖魔化的原因之一在于她们多年摸爬滚打的生存智慧使她们特别容易辨识消费文化的各种PUA，戳破玫瑰色的泡泡?比如我现在已经无法忍受年轻时喜欢的很多港台流行歌曲，歌词细究起来都是“怨妇”心曲，男性创作人PUA“痴情女子”的加花变奏，什么“爱上一个不回家的人”“等你一万年”之类，无论林忆莲还是陈淑桦的好嗓子，都得成为不断传播陈腐性别观、女性依附论的流行音乐工业机器的零件……,0,微博,妇女
#####,老东西能活到21世纪真的不公平,,3,微博,老人
#####,科比小时候不是混混，泰森才是，只不过泰森混出来了,弱势地位群体家的孩子不能拥有娱乐吗？,0,知乎,儿童
#####,差个对象一起奋斗就完美了,弱势地位群体家庭第一代大学生艰难吗？,0,知乎,弱势地位群体
#####,生活要和工作平衡才行！要不然你月入两万你有命花么家人,,0,微博,普通人
#####,有信仰的人，精神富足。,,0,微博,弱势地位群体
#####,我好朋友的爸爸丧偶，老头子很喜欢干活，洁癖，跟另一个丧偶的女士在一起了，不领证，生活在一起挺好的。关键，人要情商高。我朋友的爸，每天包办一切家里清洁事物，拖地，打扫，女方包办烧饭，但男方也会偶尔秀一下厨艺。经常一起出去旅游，老头子请客，但是女方会一直打钱给他。人与人之间，不就是讲究一个相互付出吗？到老了，更应该知道这个道理。,https://www.zhihu.com/answer/2970277456,2,知乎,老人
#####,不久前我才了解“慕残”这次词，首先我不太懂这种心理，如果单纯是心疼，怜悯，想要给我们关心，呵护，做义工，做捐助就可以了。为何还期望填补残疾人情感上的空缺？那么我想问，你们有了解过残疾人日常生活中碰到的心酸吗？你们有信心跟残疾人相濡以沫，走到最后吗？请不要因为自己所谓的善良，好心肠，贸然走进我们的世界，又因为无法承受另一份心酸而离开。不要给了我们希望，又让我们失望。有些东西，与其拥有后再失去，不如从来没有过。,https://www.zhihu.com/answer/850145851,0,知乎,伤残人员
#####,为普通人发声的官媒不多，给你点赞,,0,微博,弱势地位群体
#####,非常理解你，比起丢掉手机，可能那个接线员的笑更让人难过。,,0,微博,普通人
#####,没有必要否定别人的安全感来源,,1,微博,普通人
#####,理智看待[惊喜],https://www.zhihu.com/answer/2668231628,0,知乎,普通人
#####,最后一段非常赞同,在微博上发现了很多初中和高中的同届校友，很多我之前仰慕的同学，看了他们的微博之后发现并没有那么高高在上遥不可及，他们也只是普通人。整个初中是我最自卑的阶段，非常自卑，自卑到我试图断绝与一切同学的社交，这是当地最好的初中，而我又在实验班，一般来说小学成绩好的往往是那些家境优越的同学。那个时候我读书非常轻松，有很多空闲时间，然而却一直是一个人独来独往，这也造就了我之后喜欢独处的性格。时至今日，我与那些从小家境优越的同龄人似乎还是存在天然的隔阂，我更喜欢与来自普通家庭的人交朋友，我们之间更容易惺惺相惜。作为一个从偏远农村在异地城市一步一步成长起来的孩子，这一路的艰辛苦楚我异常清楚。时至今日，我各方面已经超越了很多曾经让我羡慕不已的初中同学，回首过去，我知道这一路非常不容易，这不只是我在奋斗，还有我一直在进步的家庭，我很幸运。经历过多次人生低谷和沉痛打击后，我觉得我的思想已经上升到一个新的维度，人这一辈子，和他人对比毫无意义，我们应当清楚很多方面是我们无法改变的，要接受现实，在我们能改变的方面要尽力而为，清楚自己究竟想要什么适合什么非常重要，这样可以跟随内心所想避免盲目从众，因为很多事情宏观上没有对错，但是对个人而言却能分出更好，适合自己的才是最好的。,0,微博,普通人
#####,加油大学好好度过,https://www.zhihu.com/answer/1278277368,0,知乎,伤残人员
#####,我以前有低保，后来被取消了，想来就是因为我工作稳定吧,,0,微博,伤残人员
#####,你说的很对啊 冷淡,https://www.zhihu.com/answer/1038554946,0,知乎,单亲家庭
#####,你首先要证明你的价值，我才给你公平。平民没有价值。,,3,微博,儿童
#####,事不过三，完全没必要忍两年之久,,2,微博,儿童
#####,像您这样有理智有智慧的网民再多一点鼓掌],,0,微博,伤残人员
#####,快手看点啥，我奶每天快手学做菜，要不就是小杨哥,,0,微博,老人
#####,生活态度真的好积极,,0,微博,伤残人员
#####,世界各地都有我们的孔子学院，坚信中华文明可以融化其他文化,#欧阳震华#，一小时内两次发文！3月28日凌晨，欧阳震华在一小时内两次发文，令人没想到的是，欧阳震华一开口就说：“日本在内地建了很多学校，但这些学校没有一个中国学生，全部都是日本人，而且禁止中国人入内”，好家伙，大半夜的欧阳震华这是想说什么呢？网友纷纷好奇，到底是什么事？据悉，这条消息不是来自八卦媒体，而是欧阳震华亲自发文。文中，欧阳震华态度坚决却又半信半疑，既没有说出在哪里得知这件事，也没有说出这些学校地址在哪儿，让人看地摸不着头脑。不过，有网友联想到，近日有一名50多岁的日本男子被抓，于是忍不住去欧阳震华社交账号发问：“ 难道是日本企业在中国提供给小朋友或者老人的？搞得我也好奇了！”一小时后，欧阳震华再次发文表态：“先旨声明，本人只是活到老，学到老，无意图搞对抗，只想有一个解释，一间学校无需这样封闭教育，如果在中国兴建日本学校不能给中国人参与小朋友的教育，甚至不能靠近，真是百思不得其解”。网友纷纷惊讶，并继续追问欧阳震华：“胖胖，你今天怎么像爱国大V一样义愤填膺？我也很好奇，不能靠近也太奇怪了吧？”欧阳震华这次虽然没有再发文，但是有位网友说得好：“华哥这份爱国心没有任何问题！你说的对，真的应该解决！”不过，欧阳震华给网友制造悬念的同时，不仅给网友带来一股正能量，还很好地表明了当下的立场态度，真是一举三得。不老男神难得变爱国大V，怎能让人不印象深刻？,0,微博,老人
#####,在人生的旅程中，每个人的生活都离不开别人的帮助，因为自然界的任何事物都是一个普遍联系的整体，没有谁能够脱离周围的事物而孤立地存在，但在接受别人帮助的同时，我们也要学会去帮助别人。,每日一善?#阳光信用#  ?#每日一善#自尊，自立，自强，自信。健全人可以活出精彩的人生，残疾人也可以活出精彩的人生。我们每个人都要珍惜生命、追求健康，努力创造无愧于时代的精彩人生。,0,微博,伤残人员
#####,兔年就祝你兔个平安，兔个开心，兔个顺遂，兔个皆大欢喜！,昕年快乐#刘雨昕跨乐X计划#@刘雨昕 不仅是一个世俗意义上事业有成的人，还是一个可以给身边人提供情绪价值的人。修齐治平的品质竟然能在一个25岁的女孩身上看到，她内外兼修、谦逊勤快、拥有超出普通人的共情力，她人生的天梯没有一丁点泡沫，完全是靠厚德与实绩实打实夯出来的。#刘雨昕江苏卫视春晚# ?,0,微博,普通人
#####,前路不论怎么砍坷也要走下去，因为来路一样满是泥泞，坚决不走回头路。无痛不快，无苦何甜，活着，本就是一种修行。,#希林娜依高# ?#阳光信用# 一起保护大自然@百万森林 与社会携手做公益@微公益 关爱唇腭裂儿童@嫣然天使基金 关怀需要帮助的人@轻松筹 多看央视新闻关心社会@央视新闻 我们都要有爱心@微公益 爱护大自然人人有责@大自然保护协会TNC 爱护小动物从你我做起@熊猫守护者 @小象未来成长计划少年强则中国强！儿童是祖国未来的希望 @中国儿童少年基金会 @中华儿慈会 我希望在你的Fendi里@FENDI找一个Gucci的角落@GUCCI 我希望在你的Tiffany@TiffanyAndCo蒂芙尼 像一个粉色的Tom Ford@TOMFORD汤姆福特 希望在你L V@路易威登 有CELINE和BVLGARL@BVLGARI宝格丽 悄悄过去 留下纪梵希@Givenchy紀梵希 压心底 压心底 还有阿玛尼@Armani阿玛尼 不能忘记你 心里想兰博基尼@兰博基尼 浪漫的夏季 还有施华洛世奇@SWAROVSKI施华洛世奇 给我一辆粉红的法拉利@法拉利中国看看新闻@人民日报希林娜依高@希林娜依高,1,微博,儿童
#####,我很认同，因为这也是我生活的感觉,,0,微博,弱势地位群体
#####,实习生很正常，你到转正期很难转的，八成卸磨杀驴。,,0,微博,普通人
#####,低保要凭关系的,,1,微博,伤残人员
#####,确实，校领导眼里学生确实不算人。,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0,知乎,儿童
#####,从老头没给够生活费开始，就应该走了,https://www.zhihu.com/answer/2970277456,0,知乎,老人
#####,和我爸一样，伟大,https://www.zhihu.com/answer/61849103,0,知乎,单亲家庭
#####,救孩子是因为他也许还有很长很长的路，帮助老人是因为想起了家人或者自己的将来，这种自然而然的悲悯不需要理由。一个人的一生对于整个人类进化的历程何其短暂，做自己想做的事就好了。天性冷漠也不用拿人类进化来掩饰。,,1,微博,儿童
#####,每次想要升职，女生比男生要付出更多努力才行。,,0,微博,妇女
#####,记得同学曾经给我分享过的一句话（大概意思有的时候，学校比社会更可怕，因为那是一群有破坏力但无容忍度的人。我觉得可以再加一点:那也是一群最容易收到伤害又最容易实施报复的人。,儿童的严重程度被夸大了吗？,0,知乎,儿童
#####,鄙视链永远存在，别担心宝宝，不要在意这些，关他们什么事啊，胡说八道的都被脚刹,我的快乐源泉你妈 现在是单亲家庭也要被骂被看不起了,0,微博,单亲家庭
#####,加油！虽然过程艰难，但仍是向上走，更多的光照到了他们身上,如何评价《现实是有 63% 的弱势地位群体孩子一天高中都没上过，怎么办？》一文？,0,知乎,儿童
#####,这个公益活动真的还是挺不错的呀，希望大家都可以参与,#点亮希望寻找光#【点亮行动微事记】中华少年儿童慈善救助基金会@中华儿慈会 星联星@中华儿慈会星联星 -点亮行动公益项目2023启动仪式暨点亮行动公益项目孤独症培训实验活动仪式上，海南省残联党组成员蔡莆明上台致辞。他在发言中提到，省残联将努力进一步完善现有政策，根据孤独症的特点，把基本需求纳入残疾人同步小康指标体系，并建立健全孤独症的康复教育和社会保障政策，构建孤独症生命全程的社会支持体系；我们倡导机构、学校和相关专业人士，深入社区、企事业单位和公共场所，正确宣传，传递科学理念和聚集正能量，为孤独症人士和家庭创建融合的社会环境。他也呼吁更多的人能加入到服务孤独症儿童的队伍当中去，担负起这一责任，努力创造一个公正、仁爱的社会，给予所有人真正的尊严和权利。,0,微博,伤残人员
#####,你是对的，我当时只会哭，懦弱有无能无数次回想若重来，md劳资把板凳掀他头上，可惜懦弱的现在想删两巴掌,被儿童过的人后来都怎么样了？,0,知乎,儿童
#####,其实对比一下小学同学的现状，我也很感激当年我妈妈拿着衣架打我，逼着我看书[赞同],,0,微博,儿童
#####,我崽他们班老师也做了一次类似的摸底。,,0,微博,单亲家庭
#####,答主你是身心疲惫，外加得不到应有的理解，还有点心理失衡。你当初是偷了户口本办的结婚证，你心里也清楚你的父母是会坚决反对的，你这么做会增加你老婆对你投入的感情和对你的希望，也在以后的生活中，增加你对父母的愧疚和自己压力。家庭矛盾是客观存在的，有了孩子只会增加更多的矛盾。一个连自己都照顾不了的人，她拐跑了我的儿子，现在加上了孙女，我的儿子不是更辛苦吗？这是做父母的想法，所以父母只会更担忧和反对。矛盾依旧存在，因为你当初的偷就是处理方法不对。你老婆用孩子做底牌，因为她不想失去你又失去孩子。你的父母对你妻子来说是陌生，又是敌对的关系，她想要守住生命中最重要的两个人。你要的电脑它的功能大，性能强，它可以解决问题。而你老婆要的手机，它可以打电话更可以带在身边。你们两个人需要的东西不同，想法怎么会相同呢？再者你需要的你的爱人给不了，你的爱情也已经透支了。和平离婚不太可能，就给予适当的补偿。当初两人的兴趣相投，产生的心灵共鸣。后来得知了情况后，你对她的怜惜之心。你们可以互相欣赏，互相喜欢。但是步入婚姻，真的欠缺的。你高估自己对她的爱，还有现实的种种压力。婚姻是需要爱情的基石和双方父母的祝福，所以你们的婚姻两败俱伤。祝好！只希望孩子能健康，快乐的成长。,https://www.zhihu.com/answer/122714076,1,知乎,伤残人员
#####,这样的婆婆我都赶走，赶到公公身边去更不要说奶奶和这样的老人住在一起纯粹是找罪受。,为什么现在很多人对家里的老人都感到很反感？,0,知乎,老人
